birth_year,gender,user_type,origin_station_id,desti_station_id,rent_hour,return_hour,rent_minute_of_day,return_minute_of_day,community,origin_lat,origin_lng,origin_dist_to_subway,desti_lat,desti_lng,desti_dist_to_subway
1996,,내국인,ST-2037,ST-2045,9,9,560,566,0,37.563206,126.839363,532.9148882893659,37.565804,126.828079,68.37255864082601
1987,\N,내국인,ST-2037,ST-2045,17,17,1048,1053,0,37.563206,126.839363,532.9148882893659,37.565804,126.828079,68.37255864082601
1995,F,내국인,ST-2037,ST-2045,18,19,1132,1141,0,37.563206,126.839363,532.9148882893659,37.565804,126.828079,68.37255864082601
1988,M,내국인,ST-2037,ST-2045,17,17,1025,1032,0,37.563206,126.839363,532.9148882893659,37.565804,126.828079,68.37255864082601
1992,F,내국인,ST-2037,ST-2045,10,10,614,621,0,37.563206,126.839363,532.9148882893659,37.565804,126.828079,68.37255864082601
1990,M,내국인,ST-2037,ST-2045,20,20,1246,1251,0,37.563206,126.839363,532.9148882893659,37.565804,126.828079,68.37255864082601
1965,\N,내국인,ST-2412,ST-2045,6,6,361,371,0,37.552559,126.823112,870.9936563841717,37.565804,126.828079,68.37255864082601
1987,M,내국인,ST-2033,ST-2045,17,17,1067,1070,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
\N,\N,비회원,ST-2033,ST-2045,19,19,1177,1181,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1993,M,내국인,ST-2033,ST-2045,18,18,1090,1097,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1987,F,내국인,ST-2033,ST-2045,12,12,745,751,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1981,M,내국인,ST-2033,ST-2045,20,20,1230,1236,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1988,M,내국인,ST-2033,ST-2045,23,23,1413,1418,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-2033,ST-2045,20,20,1200,1204,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1994,F,내국인,ST-2033,ST-2045,17,17,1025,1030,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1971,F,내국인,ST-2033,ST-2045,18,18,1082,1086,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1977,M,내국인,ST-2033,ST-2045,20,20,1209,1214,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1994,F,내국인,ST-2033,ST-2045,16,16,994,1001,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-2033,ST-2045,17,17,1028,1034,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-2033,ST-2045,18,18,1122,1127,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
2000,M,내국인,ST-2033,ST-2045,17,17,1061,1066,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1987,\N,내국인,ST-2033,ST-2045,17,17,1056,1062,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1986,M,내국인,ST-2033,ST-2045,17,17,1068,1074,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1996,F,내국인,ST-2033,ST-2045,17,17,1023,1027,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1993,M,내국인,ST-2033,ST-2045,12,12,773,779,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1973,M,내국인,ST-2033,ST-2045,11,11,669,676,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1986,M,내국인,ST-2033,ST-2045,19,19,1188,1195,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1983,\N,내국인,ST-2033,ST-2045,18,18,1133,1138,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1996,\N,내국인,ST-2033,ST-2045,17,17,1058,1064,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1972,M,내국인,ST-2033,ST-2045,14,14,872,878,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-2033,ST-2045,18,18,1093,1099,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1975,,내국인,ST-2033,ST-2045,18,18,1089,1094,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1978,\N,내국인,ST-2033,ST-2045,17,17,1061,1066,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1982,M,내국인,ST-2033,ST-2045,20,20,1213,1218,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1990,\N,내국인,ST-2033,ST-2045,13,14,835,841,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1984,,내국인,ST-2033,ST-2045,16,16,978,982,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1977,M,내국인,ST-2033,ST-2045,17,17,1061,1065,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1980,M,내국인,ST-2033,ST-2045,17,17,1063,1067,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1974,M,내국인,ST-2033,ST-2045,12,12,734,739,0,37.561337,126.8339,450.8374041155609,37.565804,126.828079,68.37255864082601
1991,F,내국인,ST-514,ST-2045,7,8,479,486,0,37.573124,126.822388,804.1028643203304,37.565804,126.828079,68.37255864082601
1993,M,내국인,ST-514,ST-2045,6,6,415,419,0,37.573124,126.822388,804.1028643203304,37.565804,126.828079,68.37255864082601
1993,M,내국인,ST-514,ST-2045,7,7,422,425,0,37.573124,126.822388,804.1028643203304,37.565804,126.828079,68.37255864082601
1995,\N,내국인,ST-514,ST-2045,19,19,1183,1188,0,37.573124,126.822388,804.1028643203304,37.565804,126.828079,68.37255864082601
\N,\N,내국인,ST-2034,ST-2045,18,18,1112,1122,0,37.555191,126.831467,665.7342585955023,37.565804,126.828079,68.37255864082601
1963,M,내국인,ST-2034,ST-2045,8,8,483,493,0,37.555191,126.831467,665.7342585955023,37.565804,126.828079,68.37255864082601
1963,M,내국인,ST-2034,ST-2045,7,7,462,472,0,37.555191,126.831467,665.7342585955023,37.565804,126.828079,68.37255864082601
1979,M,내국인,ST-2034,ST-2045,7,7,429,440,0,37.555191,126.831467,665.7342585955023,37.565804,126.828079,68.37255864082601
1962,M,내국인,ST-2034,ST-2045,12,13,777,784,0,37.555191,126.831467,665.7342585955023,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-2034,ST-2045,8,8,494,504,0,37.555191,126.831467,665.7342585955023,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-2034,ST-2045,13,13,787,801,0,37.555191,126.831467,665.7342585955023,37.565804,126.828079,68.37255864082601
1985,\N,내국인,ST-1645,ST-2045,20,20,1214,1225,0,37.55645,126.815979,633.5273717688756,37.565804,126.828079,68.37255864082601
1993,\N,내국인,ST-1645,ST-2045,11,11,670,680,0,37.55645,126.815979,633.5273717688756,37.565804,126.828079,68.37255864082601
1984,M,내국인,ST-2049,ST-2045,6,6,363,369,0,37.555309,126.829857,666.6379545435394,37.565804,126.828079,68.37255864082601
2001,F,내국인,ST-2049,ST-2045,12,12,724,734,0,37.555309,126.829857,666.6379545435394,37.565804,126.828079,68.37255864082601
1957,M,내국인,ST-2049,ST-2045,8,8,515,525,0,37.555309,126.829857,666.6379545435394,37.565804,126.828079,68.37255864082601
1974,\N,내국인,ST-2049,ST-2045,5,5,340,347,0,37.555309,126.829857,666.6379545435394,37.565804,126.828079,68.37255864082601
1993,F,내국인,ST-2049,ST-2045,8,8,503,513,0,37.555309,126.829857,666.6379545435394,37.565804,126.828079,68.37255864082601
1978,\N,내국인,ST-2035,ST-2045,14,14,858,865,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1989,\N,내국인,ST-2035,ST-2045,13,14,839,843,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1991,M,내국인,ST-2035,ST-2045,20,21,1257,1261,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1992,M,내국인,ST-2035,ST-2045,17,17,1055,1059,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1991,\N,내국인,ST-2035,ST-2045,19,19,1164,1169,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
2001,F,내국인,ST-2035,ST-2045,17,17,1058,1064,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1991,M,내국인,ST-2035,ST-2045,16,16,975,980,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-2035,ST-2045,17,18,1078,1083,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1991,M,내국인,ST-2035,ST-2045,20,20,1238,1243,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-2035,ST-2045,17,17,1060,1066,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
2002,M,내국인,ST-2035,ST-2045,18,18,1096,1101,0,37.561211,126.830345,447.4644977988967,37.565804,126.828079,68.37255864082601
1993,,내국인,ST-1688,ST-2045,18,18,1085,1092,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1991,F,내국인,ST-1688,ST-2045,18,18,1083,1089,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1996,\N,내국인,ST-1688,ST-2045,17,17,1038,1045,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1979,M,내국인,ST-1688,ST-2045,19,19,1146,1152,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1998,\N,내국인,ST-1688,ST-2045,18,18,1089,1094,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1981,M,내국인,ST-1688,ST-2045,11,11,679,687,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1999,M,내국인,ST-1688,ST-2045,19,19,1144,1150,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1972,M,내국인,ST-1688,ST-2045,9,9,592,598,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1991,F,내국인,ST-1688,ST-2045,18,18,1093,1100,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1979,F,내국인,ST-1688,ST-2045,17,17,1027,1046,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1996,M,내국인,ST-1688,ST-2045,18,18,1110,1115,0,37.559471,126.832077,503.41525055962313,37.565804,126.828079,68.37255864082601
1987,F,내국인,ST-1351,ST-2045,7,7,462,471,0,37.562569,126.842461,611.2203129666104,37.565804,126.828079,68.37255864082601
1987,F,내국인,ST-1351,ST-2045,7,7,460,469,0,37.562569,126.842461,611.2203129666104,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-1351,ST-2045,5,5,337,345,0,37.562569,126.842461,611.2203129666104,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-1351,ST-2045,5,5,325,333,0,37.562569,126.842461,611.2203129666104,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-1351,ST-2045,5,5,336,346,0,37.562569,126.842461,611.2203129666104,37.565804,126.828079,68.37255864082601
1962,\N,내국인,ST-1351,ST-2045,7,7,455,464,0,37.562569,126.842461,611.2203129666104,37.565804,126.828079,68.37255864082601
1971,\N,내국인,ST-1351,ST-2045,18,18,1108,1116,0,37.562569,126.842461,611.2203129666104,37.565804,126.828079,68.37255864082601
1995,\N,내국인,ST-2482,ST-2045,21,21,1271,1278,0,37.569248,126.816505,190.64691290904855,37.565804,126.828079,68.37255864082601
1998,\N,내국인,ST-2482,ST-2045,8,8,507,513,0,37.569248,126.816505,190.64691290904855,37.565804,126.828079,68.37255864082601
1984,\N,내국인,ST-2858,ST-2045,10,10,642,649,0,37.560593,126.820847,409.0611828630414,37.565804,126.828079,68.37255864082601
1984,M,내국인,ST-2858,ST-2045,17,17,1031,1043,0,37.560593,126.820847,409.0611828630414,37.565804,126.828079,68.37255864082601
1999,F,내국인,ST-2858,ST-2045,12,12,756,759,0,37.560593,126.820847,409.0611828630414,37.565804,126.828079,68.37255864082601
1977,F,내국인,ST-512,ST-2045,8,8,518,522,0,37.566982,126.8218,463.3551818237038,37.565804,126.828079,68.37255864082601
1994,M,내국인,ST-512,ST-2045,15,15,925,931,0,37.566982,126.8218,463.3551818237038,37.565804,126.828079,68.37255864082601
1995,M,내국인,ST-1251,ST-2045,19,20,1189,1202,0,37.56768,126.840897,86.81654997093439,37.565804,126.828079,68.37255864082601
1984,M,내국인,ST-1251,ST-2045,4,4,275,294,0,37.56768,126.840897,86.81654997093439,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-2993,ST-2045,18,18,1096,1104,0,37.558235,126.82576,217.95773143122702,37.565804,126.828079,68.37255864082601
1998,\N,내국인,ST-2993,ST-2045,21,21,1301,1307,0,37.558235,126.82576,217.95773143122702,37.565804,126.828079,68.37255864082601
\N,F,내국인,ST-2884,ST-2045,10,10,626,633,0,37.559059,126.827049,188.60931172775685,37.565804,126.828079,68.37255864082601
1989,M,내국인,ST-2884,ST-2045,9,9,544,549,0,37.559059,126.827049,188.60931172775685,37.565804,126.828079,68.37255864082601
1989,M,내국인,ST-2538,ST-2045,18,18,1104,1118,0,37.55846,126.836761,81.5906366973561,37.565804,126.828079,68.37255864082601
1984,M,내국인,ST-1065,ST-2045,20,20,1213,1221,0,37.558949,126.837173,58.57107134625109,37.565804,126.828079,68.37255864082601
1981,M,내국인,ST-1065,ST-2045,23,0,1432,8,0,37.558949,126.837173,58.57107134625109,37.565804,126.828079,68.37255864082601
1982,F,내국인,ST-1065,ST-2045,23,23,1384,1392,0,37.558949,126.837173,58.57107134625109,37.565804,126.828079,68.37255864082601
1996,\N,내국인,ST-1065,ST-2045,22,22,1327,1337,0,37.558949,126.837173,58.57107134625109,37.565804,126.828079,68.37255864082601
1998,M,내국인,ST-975,ST-2045,8,8,511,515,0,37.567284,126.818275,150.43239799813347,37.565804,126.828079,68.37255864082601
1993,F,내국인,ST-975,ST-2045,13,13,803,822,0,37.567284,126.818275,150.43239799813347,37.565804,126.828079,68.37255864082601
1986,\N,내국인,ST-1338,ST-2045,21,21,1287,1290,0,37.568447,126.821648,457.30239241608643,37.565804,126.828079,68.37255864082601
1976,M,내국인,ST-1064,ST-2045,18,18,1086,1091,0,37.558311,126.826523,228.45369006908777,37.565804,126.828079,68.37255864082601
1966,M,내국인,ST-1712,ST-2045,16,16,1012,1017,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1980,\N,내국인,ST-1712,ST-2045,17,17,1023,1027,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1996,F,내국인,ST-1712,ST-2045,17,17,1027,1031,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1990,,내국인,ST-1712,ST-2045,18,18,1087,1091,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1995,M,내국인,ST-1712,ST-2045,18,18,1090,1099,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1975,M,내국인,ST-1712,ST-2045,17,17,1045,1049,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1991,F,내국인,ST-1712,ST-2045,18,18,1085,1089,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1993,\N,내국인,ST-1712,ST-2045,18,18,1083,1088,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1981,F,내국인,ST-1712,ST-2045,16,16,973,977,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1996,F,내국인,ST-1712,ST-2045,18,18,1083,1087,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1985,M,내국인,ST-1712,ST-2045,17,17,1026,1030,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1982,F,내국인,ST-1712,ST-2045,18,18,1086,1091,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1977,\N,내국인,ST-1712,ST-2045,18,18,1104,1107,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
2000,F,내국인,ST-1712,ST-2045,18,18,1082,1087,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1988,M,내국인,ST-1712,ST-2045,18,18,1085,1088,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1985,M,내국인,ST-1712,ST-2045,17,17,1026,1029,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1990,F,내국인,ST-1712,ST-2045,16,16,993,998,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1976,\N,내국인,ST-1712,ST-2045,17,17,1031,1035,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1998,\N,내국인,ST-1712,ST-2045,17,17,1024,1029,0,37.564129,126.834312,632.4009789518774,37.565804,126.828079,68.37255864082601
1964,M,내국인,ST-2965,ST-2045,15,15,928,941,0,37.556763,126.818695,707.1833200122121,37.565804,126.828079,68.37255864082601
1984,F,내국인,ST-831,ST-2045,8,8,491,507,0,37.577106,126.811996,75.86153336497726,37.565804,126.828079,68.37255864082601
1995,\N,내국인,ST-2046,ST-2045,18,18,1093,1095,0,37.569485,126.828094,308.329126493467,37.565804,126.828079,68.37255864082601
1993,M,내국인,ST-2046,ST-2045,17,17,1057,1060,0,37.569485,126.828094,308.329126493467,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-2046,ST-2045,1,1,107,114,0,37.569485,126.828094,308.329126493467,37.565804,126.828079,68.37255864082601
1994,F,내국인,ST-2036,ST-2045,18,18,1128,1134,0,37.559658,126.829605,371.8880761607923,37.565804,126.828079,68.37255864082601
1994,\N,내국인,ST-2036,ST-2045,8,8,510,516,0,37.559658,126.829605,371.8880761607923,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-2036,ST-2045,18,18,1090,1094,0,37.559658,126.829605,371.8880761607923,37.565804,126.828079,68.37255864082601
1996,\N,내국인,ST-2036,ST-2045,8,8,527,532,0,37.559658,126.829605,371.8880761607923,37.565804,126.828079,68.37255864082601
1993,\N,내국인,ST-2036,ST-2045,11,11,709,715,0,37.559658,126.829605,371.8880761607923,37.565804,126.828079,68.37255864082601
1973,M,내국인,ST-2036,ST-2045,21,21,1264,1273,0,37.559658,126.829605,371.8880761607923,37.565804,126.828079,68.37255864082601
\N,F,내국인,ST-2036,ST-2045,18,18,1116,1122,0,37.559658,126.829605,371.8880761607923,37.565804,126.828079,68.37255864082601
1993,M,내국인,ST-3251,ST-2045,18,18,1081,1086,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1992,\N,내국인,ST-3251,ST-2045,20,20,1243,1248,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1993,\N,내국인,ST-3251,ST-2045,18,18,1084,1089,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1990,F,내국인,ST-3251,ST-2045,8,8,504,510,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1974,\N,내국인,ST-3251,ST-2045,12,12,730,734,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1981,M,내국인,ST-3251,ST-2045,18,18,1096,1101,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1991,M,내국인,ST-3251,ST-2045,16,16,998,1002,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1995,\N,내국인,ST-3251,ST-2045,14,14,893,897,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1994,\N,내국인,ST-3251,ST-2045,18,18,1102,1107,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1991,M,내국인,ST-3251,ST-2045,17,17,1058,1063,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1992,F,내국인,ST-3251,ST-2045,18,18,1103,1108,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1998,F,내국인,ST-3251,ST-2045,18,18,1085,1091,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-3251,ST-2045,18,18,1084,1088,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1974,\N,내국인,ST-3251,ST-2045,18,18,1100,1105,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-3251,ST-2045,7,7,473,477,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1991,M,내국인,ST-3251,ST-2045,18,18,1085,1090,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1993,F,내국인,ST-3251,ST-2045,17,17,1058,1064,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1992,\N,내국인,ST-3251,ST-2045,19,19,1174,1180,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1995,\N,내국인,ST-3251,ST-2045,16,16,1010,1014,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1983,M,내국인,ST-3251,ST-2045,12,12,742,747,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1966,M,내국인,ST-3251,ST-2045,13,13,809,815,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
1992,M,내국인,ST-3251,ST-2045,18,18,1107,1112,0,37.563496,126.835831,567.3383813826647,37.565804,126.828079,68.37255864082601
\N,M,내국인,ST-2056,ST-2045,16,16,999,1010,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
2004,F,내국인,ST-2056,ST-2045,12,13,777,790,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
2008,F,내국인,ST-2056,ST-2045,18,18,1102,1123,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
1995,F,내국인,ST-2056,ST-2045,18,18,1082,1094,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
1977,M,내국인,ST-2056,ST-2045,9,9,548,556,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
1977,M,내국인,ST-2056,ST-2045,9,9,551,560,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
1987,\N,내국인,ST-2056,ST-2045,8,8,525,534,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
1992,\N,내국인,ST-2056,ST-2045,18,18,1092,1116,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
1971,F,내국인,ST-2056,ST-2045,13,13,823,837,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
2003,F,내국인,ST-2056,ST-2045,19,19,1161,1172,0,37.553631,126.828613,779.1220646866828,37.565804,126.828079,68.37255864082601
1982,M,내국인,ST-2491,ST-2045,12,12,769,777,0,37.575317,126.83667,873.1097766028761,37.565804,126.828079,68.37255864082601
1976,M,내국인,ST-2491,ST-2045,18,18,1086,1098,0,37.575317,126.83667,873.1097766028761,37.565804,126.828079,68.37255864082601
1998,F,내국인,ST-2491,ST-2045,13,14,834,841,0,37.575317,126.83667,873.1097766028761,37.565804,126.828079,68.37255864082601
2003,F,내국인,ST-2491,ST-2045,22,22,1359,1374,0,37.575317,126.83667,873.1097766028761,37.565804,126.828079,68.37255864082601
1991,\N,내국인,ST-2491,ST-2045,10,10,616,623,0,37.575317,126.83667,873.1097766028761,37.565804,126.828079,68.37255864082601
1996,F,내국인,ST-1709,ST-2045,8,8,526,529,0,37.560501,126.826653,112.16575377215663,37.565804,126.828079,68.37255864082601
1993,M,내국인,ST-1709,ST-2045,8,8,517,520,0,37.560501,126.826653,112.16575377215663,37.565804,126.828079,68.37255864082601
1987,\N,내국인,ST-1709,ST-2045,8,8,484,488,0,37.560501,126.826653,112.16575377215663,37.565804,126.828079,68.37255864082601
1987,M,내국인,ST-1709,ST-2045,7,7,463,466,0,37.560501,126.826653,112.16575377215663,37.565804,126.828079,68.37255864082601
1995,M,내국인,ST-1709,ST-2045,19,19,1147,1152,0,37.560501,126.826653,112.16575377215663,37.565804,126.828079,68.37255864082601
1978,M,내국인,ST-2057,ST-2045,8,8,501,507,0,37.572975,126.832443,823.8366611859573,37.565804,126.828079,68.37255864082601
1995,M,내국인,ST-2057,ST-2045,19,19,1183,1187,0,37.572975,126.832443,823.8366611859573,37.565804,126.828079,68.37255864082601
1995,\N,내국인,ST-2057,ST-2045,7,7,472,477,0,37.572975,126.832443,823.8366611859573,37.565804,126.828079,68.37255864082601
1989,\N,내국인,ST-2057,ST-2045,14,14,847,853,0,37.572975,126.832443,823.8366611859573,37.565804,126.828079,68.37255864082601
1975,\N,내국인,ST-2419,ST-2045,7,7,443,453,0,37.55135,126.824936,981.4121116732085,37.565804,126.828079,68.37255864082601
1997,\N,내국인,ST-513,ST-2045,9,9,552,555,0,37.568577,126.824776,299.9767627083151,37.565804,126.828079,68.37255864082601
1973,M,내국인,ST-513,ST-2045,6,6,401,405,0,37.568577,126.824776,299.9767627083151,37.565804,126.828079,68.37255864082601
1997,\N,내국인,ST-513,ST-2045,9,9,566,568,0,37.568577,126.824776,299.9767627083151,37.565804,126.828079,68.37255864082601
1997,F,내국인,ST-2886,ST-2045,12,12,720,727,0,37.559311,126.827438,200.70498875134544,37.565804,126.828079,68.37255864082601
1954,M,내국인,ST-2886,ST-2045,12,12,774,778,0,37.559311,126.827438,200.70498875134544,37.565804,126.828079,68.37255864082601
1991,\N,내국인,ST-2886,ST-2045,19,19,1159,1164,0,37.559311,126.827438,200.70498875134544,37.565804,126.828079,68.37255864082601
\N,\N,내국인,ST-1352,ST-2045,18,18,1115,1127,0,37.553509,126.825867,741.6675849320778,37.565804,126.828079,68.37255864082601
1977,,내국인,ST-1352,ST-2045,23,23,1428,1436,0,37.553509,126.825867,741.6675849320778,37.565804,126.828079,68.37255864082601
1985,\N,내국인,ST-1352,ST-2045,15,15,904,918,0,37.553509,126.825867,741.6675849320778,37.565804,126.828079,68.37255864082601
1995,,내국인,ST-2032,ST-2045,18,18,1090,1092,0,37.570942,126.828316,470.62853708301645,37.565804,126.828079,68.37255864082601
1990,\N,내국인,ST-2032,ST-2045,17,17,1066,1069,0,37.570942,126.828316,470.62853708301645,37.565804,126.828079,68.37255864082601
1992,\N,내국인,ST-2032,ST-2045,17,17,1024,1028,0,37.570942,126.828316,470.62853708301645,37.565804,126.828079,68.37255864082601
1995,,내국인,ST-2032,ST-2045,18,18,1089,1092,0,37.570942,126.828316,470.62853708301645,37.565804,126.828079,68.37255864082601
1974,M,내국인,ST-1402,ST-2045,7,7,456,467,0,37.560291,126.818756,591.3955714753807,37.565804,126.828079,68.37255864082601
1951,M,내국인,ST-1689,ST-2045,19,19,1179,1183,0,37.560242,126.827164,151.7591744906155,37.565804,126.828079,68.37255864082601
1995,F,내국인,ST-1689,ST-2045,8,8,521,528,0,37.560242,126.827164,151.7591744906155,37.565804,126.828079,68.37255864082601
1996,M,내국인,ST-1689,ST-2045,17,17,1053,1059,0,37.560242,126.827164,151.7591744906155,37.565804,126.828079,68.37255864082601
